subject,trial,state,chosen_color,Q_patternA_white,Q_patternA_black,Q_patternB_white,Q_patternB_black,p_patternA,p_patternB
5dd0dce9ed7ea418f59810e4,21,black_high,black,0.2868379460409829,0.7723749063892957,0.779770662804866,0.010224361631805477,0.8314765072158858,0.45449598869855035
5dd0dce9ed7ea418f59810e4,22,black_high,white,0.2868379460409829,0.8694169713626383,0.779770662804866,0.010224361631805477,0.846242186285386,0.45449598869855035
5dd0dce9ed7ea418f59810e4,23,black_high,black,0.1645520145780196,0.8694169713626383,0.779770662804866,0.010224361631805477,0.8633217877936012,0.45449598869855035
5dd0dce9ed7ea418f59810e4,24,black_high,black,0.1645520145780196,0.7971904321802863,0.779770662804866,0.010224361631805477,0.8534360822682713,0.45449598869855035
5dd0dce9ed7ea418f59810e4,25,white_high,black,0.1645520145780196,0.7983882186746609,0.779770662804866,0.010224361631805477,0.8536047478529152,0.45449598869855035
5dd0dce9ed7ea418f59810e4,26,black_high,black,0.1645520145780196,0.7983882186746609,0.779770662804866,0.00586546978009463,0.8536047478529152,0.4557134533139905
5dd0dce9ed7ea418f59810e4,27,black_high,black,0.1645520145780196,0.7990753599103451,0.779770662804866,0.00586546978009463,0.85370143462469,0.4557134533139905
5dd0dce9ed7ea418f59810e4,28,black_high,black,0.1645520145780196,0.756837145479909,0.779770662804866,0.00586546978009463,0.847659245183728,0.4557134533139905
5dd0dce9ed7ea418f59810e4,29,white_high,black,0.1645520145780196,0.7752385109283827,0.779770662804866,0.00586546978009463,0.8503163583725831,0.4557134533139905
5dd0dce9ed7ea418f59810e4,30,white_high,white,0.1645520145780196,0.7752385109283827,0.779770662804866,0.0033648786085755983,0.8503163583725831,0.45641212335362635
5dd0dce9ed7ea418f59810e4,31,white_high,white,0.1645520145780196,0.7752385109283827,0.7457625061465512,0.0033648786085755983,0.8503163583725831,0.4469260029713238
5dd0dce9ed7ea418f59810e4,32,white_high,black,0.1645520145780196,0.7752385109283827,0.811517668121136,0.0033648786085755983,0.8503163583725831,0.46529629319982974
5dd0dce9ed7ea418f59810e4,33,white_high,black,0.1645520145780196,0.7752385109283827,0.811517668121136,0.00193034973752213,0.8503163583725831,0.4656982991023651
5dd0dce9ed7ea418f59810e4,34,white_high,white,0.1645520145780196,0.7752385109283827,0.811517668121136,0.0011073951077031964,0.8503163583725831,0.4659289403452798
